EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,Education,HireDate,TenureYears,BusinessTravel,DistanceFromHomeKM,MonthlyIncome,YearsSinceLastPromotion,NumCompaniesWorked,WorkLifeBalance,EnvironmentSatisfaction,JobSatisfaction,OverTime,PerformanceRating,TrainingTimesLastYear,Attrition
602,22,Female,Single,Operations,Operations Manager,Bachelor's,2023-04-13,2,Travel_Rarely,7,46223,2,3,4,4,1,No,2,0,No
603,31,Male,Divorced,Engineering,QA Engineer,Master's,2025-02-02,0,Travel_Rarely,11,100971,0,1,3,4,4,Yes,3,2,No
604,24,Male,Single,Customer Support,Support Associate,Bachelor's,2024-11-18,1,Non-Travel,6,31474,0,4,2,3,1,Yes,3,2,No
605,40,Male,Single,Customer Support,Support Associate,Bachelor's,2025-03-31,0,Non-Travel,3,34045,0,3,3,3,3,Yes,3,3,Yes
606,34,Male,Married,Customer Support,Support Team Lead,Bachelor's,2025-12-02,0,Travel_Rarely,4,42629,0,3,3,3,3,No,3,6,Yes
607,25,Male,Married,Finance,Financial Analyst,Master's,2024-02-28,1,Travel_Frequently,12,43640,0,5,3,2,2,No,3,0,Yes
608,28,Male,Divorced,Customer Support,Support Team Lead,PhD,2025-05-19,0,Travel_Rarely,20,48492,0,5,4,3,4,No,4,3,No
609,35,Female,Divorced,Customer Support,Support Associate,High School,2024-06-30,1,Travel_Rarely,1,29728,0,2,2,4,3,No,4,0,No
610,36,Male,Married,Marketing,Marketing Associate,Master's,2024-06-25,1,Travel_Rarely,5,38292,0,2,1,4,4,No,3,2,No
611,38,Male,Married,Marketing,Marketing Manager,Bachelor's,2015-10-21,10,Travel_Rarely,6,78912,9,3,4,2,3,No,3,3,No
612,42,Male,Married,Human Resources,HR Associate,Bachelor's,2014-03-04,11,Travel_Frequently,1,48199,3,3,3,3,3,Yes,4,2,No
613,21,Female,Married,Engineering,Engineering Manager,Bachelor's,2025-06-14,0,Travel_Rarely,1,124189,0,2,3,3,2,No,5,2,No
614,39,Male,Married,Operations,Logistics Coordinator,High School,2025-03-31,0,Non-Travel,9,56898,0,2,3,3,3,No,3,3,No
615,34,Male,Married,Operations,Operations Associate,Master's,2021-06-23,4,Travel_Rarely,28,38664,1,4,3,3,2,No,3,3,Yes
616,32,Male,Married,Sales,Account Manager,Master's,2018-09-05,7,Travel_Rarely,3,91633,1,1,3,3,4,Yes,2,4,No
617,41,Male,Married,Finance,Accountant,Master's,2017-04-12,8,Non-Travel,13,72753,0,3,4,4,2,No,3,5,No
618,30,Male,Married,Operations,Operations Manager,High School,2024-07-18,1,Travel_Rarely,8,42036,0,2,2,1,3,No,5,4,No
619,26,Female,Single,Sales,Sales Manager,Master's,2025-01-20,0,Travel_Frequently,4,55011,0,2,3,1,3,Yes,5,4,Yes
620,33,Male,Single,Marketing,Marketing Manager,Bachelor's,2022-04-29,3,Non-Travel,2,65275,1,1,2,1,3,No,3,5,No
621,21,Male,Married,Operations,Logistics Coordinator,Master's,2024-11-06,1,Travel_Rarely,4,48392,0,3,3,3,4,No,3,0,No
622,35,Female,Married,Finance,Financial Analyst,Master's,2025-11-14,0,Non-Travel,1,40808,0,2,4,2,3,No,2,3,No
623,39,Female,Single,Sales,Sales Manager,Bachelor's,2024-11-09,1,Travel_Frequently,2,55875,0,1,2,3,2,No,3,1,No
624,21,Male,Married,Finance,Accountant,Bachelor's,2024-10-24,1,Non-Travel,6,60843,1,0,4,3,4,Yes,5,0,No
625,36,Female,Married,Operations,Operations Associate,Bachelor's,2025-12-16,0,Travel_Rarely,1,40094,0,1,4,1,3,No,3,4,No
626,34,Male,Divorced,Finance,Finance Manager,Master's,2014-01-17,11,Travel_Rarely,5,111319,0,0,1,3,4,No,3,4,Yes
627,36,Male,Married,Sales,Sales Manager,Bachelor's,2021-06-18,4,Travel_Rarely,2,66514,1,0,2,4,4,No,5,1,No
628,40,Male,Married,Marketing,Marketing Associate,PhD,2024-02-01,1,Travel_Rarely,1,37716,0,2,2,3,2,No,3,1,Yes
629,40,Female,Single,Finance,Financial Analyst,Master's,2020-03-07,5,Travel_Rarely,9,44828,5,0,2,1,4,No,3,0,No
630,25,Male,Single,Engineering,Software Engineer,Bachelor's,2025-08-23,0,Travel_Rarely,6,58284,0,5,1,3,4,No,3,1,No
631,27,Female,Divorced,Sales,Account Manager,Bachelor's,2018-12-10,7,Travel_Rarely,4,80220,3,0,2,4,3,Yes,2,3,No
632,41,Male,Single,Human Resources,HR Associate,Bachelor's,2022-01-28,3,Non-Travel,11,41206,0,2,3,4,3,Yes,3,2,Yes
633,45,Male,Single,Engineering,Senior Engineer,Master's,2023-04-25,2,Non-Travel,2,75185,2,2,4,3,2,No,4,4,No
634,33,Female,Single,Engineering,Engineering Manager,High School,2024-12-29,1,Non-Travel,3,119035,1,1,3,2,2,No,3,4,No
635,29,Female,Married,Engineering,Software Engineer,Bachelor's,2025-04-24,0,Travel_Rarely,3,66139,0,2,4,3,4,No,3,2,No
636,36,Female,Married,Marketing,Marketing Associate,Bachelor's,2022-10-09,3,Travel_Rarely,7,43425,1,1,3,4,4,No,1,0,No
637,32,Male,Married,Sales,Account Manager,Master's,2025-03-30,0,Travel_Rarely,2,59736,0,2,4,3,1,No,2,2,No
638,43,Male,Single,Sales,Sales Executive,Master's,2024-03-18,1,Travel_Rarely,6,45585,1,1,4,1,4,No,4,2,No
639,39,Female,Divorced,Finance,Accountant,Bachelor's,2026-01-01,0,Travel_Rarely,1,57172,0,1,2,2,1,No,2,1,No
640,32,Male,Single,Operations,Operations Manager,Bachelor's,2017-09-23,8,Travel_Rarely,1,51866,0,7,3,3,3,No,5,2,No
641,35,Male,Single,Marketing,Content Specialist,Master's,2025-12-03,0,Non-Travel,4,58742,0,1,4,4,4,No,3,1,No
642,41,Female,Divorced,Engineering,Engineering Manager,Bachelor's,2021-05-15,4,Travel_Rarely,10,109465,2,1,3,2,4,No,3,0,No
643,49,Male,Single,Human Resources,Recruiter,Bachelor's,2024-12-29,1,Travel_Rarely,12,70514,1,2,1,4,3,Yes,3,3,No
644,29,Female,Single,Human Resources,HR Manager,Master's,2024-12-21,1,Non-Travel,1,44632,1,3,4,3,4,No,4,0,No
645,30,Female,Divorced,Finance,Financial Analyst,High School,2025-09-08,0,Non-Travel,9,45493,0,2,3,3,3,No,3,5,No
646,34,Female,Single,Sales,Account Manager,Bachelor's,2023-12-31,2,Travel_Rarely,2,76077,0,4,3,2,3,No,3,2,Yes
647,27,Male,Married,Engineering,Senior Engineer,Bachelor's,2021-01-22,4,Travel_Rarely,8,101187,2,3,3,1,4,No,3,3,No
648,27,Female,Married,Customer Support,Support Team Lead,Bachelor's,2024-10-25,1,Travel_Frequently,12,41868,1,2,4,1,2,No,4,2,Yes
649,21,Male,Married,Sales,Sales Executive,Master's,2025-06-01,0,Travel_Rarely,3,42303,0,2,1,3,1,No,4,1,No
650,34,Male,Married,Customer Support,Support Team Lead,Bachelor's,2021-04-12,4,Travel_Frequently,8,49347,0,2,3,4,4,No,3,1,No
651,34,Male,Single,Sales,Sales Manager,PhD,2017-02-04,8,Travel_Rarely,3,83252,4,1,4,3,1,No,4,1,No
652,29,Male,Married,Engineering,Senior Engineer,Bachelor's,2025-03-15,0,Travel_Rarely,23,79791,0,3,1,3,3,Yes,3,2,No
653,37,Female,Single,Customer Support,Support Team Lead,Master's,2023-02-17,2,Travel_Rarely,16,45208,2,1,3,4,3,No,4,4,No
654,44,Male,Single,Engineering,Software Engineer,Master's,2023-08-06,2,Travel_Rarely,4,54952,2,2,3,3,4,No,3,1,Yes
655,33,Male,Single,Human Resources,HR Associate,Master's,2025-12-14,0,Non-Travel,12,32920,0,0,4,3,4,Yes,4,0,No
656,36,Male,Single,Engineering,QA Engineer,Master's,2017-06-16,8,Travel_Rarely,6,122226,3,1,3,3,3,No,4,0,No
657,28,Male,Single,Engineering,Engineering Manager,Bachelor's,2023-03-30,2,Travel_Rarely,1,133895,1,1,2,4,3,No,4,1,No
658,21,Male,Married,Sales,Account Manager,Bachelor's,2024-09-06,1,Travel_Frequently,6,75275,1,0,2,4,4,No,3,3,No
659,43,Female,Single,Finance,Financial Analyst,Bachelor's,2018-05-05,7,Travel_Rarely,13,57701,0,3,3,4,1,No,2,1,No
660,37,Male,Married,Customer Support,Support Team Lead,Master's,2023-01-14,2,Travel_Rarely,18,46363,2,2,2,4,4,Yes,5,2,No
661,27,Male,Single,Human Resources,Recruiter,High School,2023-12-07,2,Travel_Rarely,13,65367,2,2,2,3,3,No,3,3,No
662,42,Male,Single,Sales,Account Manager,Bachelor's,2017-10-06,8,Travel_Rarely,3,85833,0,5,3,3,4,No,3,1,No
663,44,Male,Married,Sales,Account Manager,Master's,2025-12-29,0,Non-Travel,14,65832,0,4,2,3,1,Yes,3,4,No
664,37,Female,Married,Marketing,Content Specialist,Master's,2023-11-30,2,Travel_Rarely,7,72419,1,2,3,4,3,Yes,4,1,No
665,45,Male,Single,Marketing,Content Specialist,Bachelor's,2022-01-06,3,Non-Travel,1,64339,3,1,2,3,3,Yes,4,3,No
666,27,Male,Single,Marketing,Marketing Manager,Bachelor's,2018-06-07,7,Travel_Rarely,14,58342,2,3,4,3,3,No,5,2,No
667,35,Male,Single,Finance,Accountant,High School,2023-09-18,2,Travel_Rarely,4,69532,0,4,3,3,2,Yes,5,1,No
668,32,Male,Married,Customer Support,Support Team Lead,Master's,2019-11-16,6,Travel_Rarely,3,55806,0,2,2,3,4,No,3,2,No
669,41,Female,Single,Marketing,Marketing Associate,High School,2013-10-31,12,Non-Travel,7,56736,0,1,3,3,3,Yes,4,3,No
670,23,Male,Single,Customer Support,Support Team Lead,Bachelor's,2022-05-19,3,Travel_Rarely,5,45193,0,4,2,4,1,No,3,4,Yes
671,36,Male,Single,Sales,Sales Executive,Master's,2020-12-19,5,Travel_Frequently,6,49203,5,1,3,4,3,No,2,2,No
672,31,Female,Married,Engineering,QA Engineer,High School,2021-01-20,4,Non-Travel,2,127285,1,2,3,3,4,No,4,3,No
673,38,Female,Married,Operations,Logistics Coordinator,Master's,2023-12-03,2,Non-Travel,3,54560,2,2,3,3,4,No,3,0,No
674,36,Female,Single,Sales,Sales Manager,Master's,2023-10-13,2,Travel_Rarely,12,57944,2,3,2,3,2,Yes,4,2,Yes
675,48,Female,Married,Customer Support,Support Team Lead,High School,2025-09-26,0,Travel_Rarely,13,43147,0,6,2,4,3,No,2,3,No
676,25,Female,Single,Engineering,Engineering Manager,High School,2020-01-29,5,Travel_Rarely,5,118560,0,2,2,3,4,No,3,2,No
677,32,Female,Single,Sales,Account Manager,Bachelor's,2024-02-25,1,Travel_Rarely,6,66355,1,1,1,3,3,No,3,2,No
678,37,Female,Single,Human Resources,HR Manager,Bachelor's,2025-09-05,0,Travel_Rarely,1,44763,0,4,3,3,4,No,4,0,Yes
679,23,Male,Married,Operations,Operations Manager,Bachelor's,2025-05-01,0,Travel_Frequently,5,50475,0,1,2,2,1,No,2,3,No
680,25,Female,Single,Sales,Account Manager,Bachelor's,2025-12-22,0,Non-Travel,1,70773,0,3,3,1,4,No,4,2,No
681,36,Male,Married,Finance,Financial Analyst,Master's,2012-04-04,13,Travel_Rarely,5,62720,2,1,2,2,2,No,3,0,No
682,33,Male,Single,Human Resources,HR Associate,High School,2025-10-31,0,Travel_Rarely,2,36903,0,1,3,4,3,Yes,3,3,Yes
683,47,Male,Single,Sales,Sales Manager,High School,2018-05-03,7,Travel_Frequently,6,75810,0,2,2,2,4,Yes,2,1,Yes
684,36,Female,Single,Sales,Sales Manager,Bachelor's,2011-03-02,14,Travel_Frequently,3,95509,3,3,2,3,2,Yes,5,1,No
685,38,Male,Single,Engineering,Engineering Manager,High School,2024-02-10,1,Non-Travel,1,115805,1,2,3,3,4,No,4,2,Yes
686,31,Female,Single,Finance,Finance Manager,Bachelor's,2024-12-02,1,Non-Travel,6,77636,1,1,4,3,1,No,4,4,No
687,21,Male,Single,Finance,Accountant,Master's,2025-12-03,0,Travel_Rarely,5,59317,0,2,2,3,3,No,3,2,No
688,33,Female,Single,Marketing,Marketing Manager,High School,2016-11-16,9,Travel_Frequently,1,75132,1,1,3,2,4,No,4,1,No
689,52,Male,Married,Engineering,Engineering Manager,Bachelor's,2024-01-08,1,Non-Travel,17,124726,1,5,3,1,1,No,2,2,No
690,21,Female,Married,Finance,Finance Manager,Bachelor's,2025-01-01,1,Travel_Frequently,4,74444,1,2,4,2,4,No,3,3,No
691,40,Male,Married,Sales,Account Manager,Bachelor's,2021-02-17,4,Travel_Rarely,9,88151,2,0,4,4,4,Yes,3,1,No
692,29,Male,Single,Customer Support,Support Associate,High School,2023-03-11,2,Non-Travel,1,31729,1,1,4,3,3,Yes,2,1,Yes
693,21,Female,Married,Sales,Sales Executive,Bachelor's,2024-04-01,1,Travel_Rarely,6,41648,0,1,3,2,3,Yes,3,4,Yes
694,33,Male,Single,Operations,Operations Manager,Bachelor's,2022-04-14,3,Non-Travel,20,40813,1,2,2,4,3,Yes,3,0,No
695,21,Male,Single,Engineering,QA Engineer,Bachelor's,2024-05-28,1,Travel_Rarely,4,106179,1,3,2,2,2,No,3,2,No
696,34,Male,Single,Customer Support,Support Associate,Bachelor's,2025-11-10,0,Non-Travel,7,31511,0,2,4,3,4,No,3,2,No
697,36,Male,Divorced,Operations,Operations Associate,Bachelor's,2017-10-10,8,Travel_Rarely,4,40193,3,0,3,1,2,Yes,1,4,No
698,34,Female,Married,Finance,Financial Analyst,Bachelor's,2022-02-03,3,Non-Travel,1,49512,0,2,3,1,2,No,4,0,No
699,38,Male,Single,Human Resources,HR Manager,Bachelor's,2013-01-16,12,Travel_Rarely,18,65387,5,1,4,4,3,No,4,5,No
700,43,Female,Single,Sales,Sales Manager,Bachelor's,2024-06-11,1,Non-Travel,9,56673,1,1,3,3,4,No,4,4,No
701,36,Male,Single,Finance,Accountant,Bachelor's,2012-10-15,13,Travel_Rarely,3,85461,0,2,3,2,4,Yes,3,2,No
702,42,Female,Divorced,Sales,Sales Manager,Bachelor's,2019-02-05,6,Travel_Rarely,8,74312,1,0,3,4,2,Yes,4,4,No
703,30,Female,Married,Human Resources,HR Manager,Bachelor's,2025-02-10,0,Non-Travel,4,53930,0,0,1,4,2,No,3,1,Yes
704,26,Male,Single,Engineering,Engineering Manager,High School,2021-07-20,4,Travel_Frequently,1,135772,4,2,4,3,3,No,4,4,No
705,39,Female,Married,Operations,Operations Associate,PhD,2025-06-06,0,Travel_Rarely,1,35959,0,0,1,1,4,No,3,4,No
706,34,Female,Single,Operations,Logistics Coordinator,Bachelor's,2011-09-21,14,Non-Travel,36,92955,1,1,4,4,2,Yes,3,2,Yes
707,35,Female,Married,Customer Support,Support Team Lead,Bachelor's,2022-11-11,3,Travel_Rarely,4,43484,2,2,3,1,4,No,3,0,No
708,26,Male,Married,Engineering,Software Engineer,Master's,2024-07-05,1,Non-Travel,1,66090,0,1,3,1,4,No,4,3,No
709,38,Male,Single,Human Resources,Recruiter,Bachelor's,2024-12-08,1,Non-Travel,2,54185,0,0,3,2,2,No,3,3,Yes
710,25,Male,Divorced,Finance,Finance Manager,Bachelor's,2025-12-31,0,Travel_Rarely,1,67567,0,2,1,2,3,Yes,3,3,Yes
711,40,Male,Married,Human Resources,HR Manager,Bachelor's,2025-11-27,0,Non-Travel,1,44763,0,0,3,3,2,Yes,3,3,No
712,35,Female,Single,Engineering,Engineering Manager,Bachelor's,2022-10-07,3,Travel_Rarely,13,133214,1,1,2,4,3,No,5,3,No
713,38,Male,Married,Engineering,Engineering Manager,Bachelor's,2024-06-15,1,Travel_Rarely,12,140304,1,0,2,3,4,No,3,0,No
714,39,Female,Single,Operations,Logistics Coordinator,Bachelor's,2021-07-29,4,Non-Travel,3,69750,1,2,2,1,3,No,2,1,No
715,37,Male,Single,Engineering,QA Engineer,Bachelor's,2024-03-21,1,Travel_Rarely,1,107506,1,2,1,3,4,No,4,0,Yes
716,38,Male,Married,Finance,Finance Manager,Bachelor's,2024-12-20,1,Travel_Rarely,1,81880,1,2,4,2,1,No,3,4,Yes
717,37,Male,Single,Sales,Account Manager,Bachelor's,2024-10-14,1,Travel_Rarely,12,66171,1,1,2,4,3,No,4,1,Yes
718,30,Male,Married,Customer Support,Support Team Lead,Bachelor's,2021-03-27,4,Travel_Rarely,5,49634,4,2,2,3,3,No,3,1,No
719,31,Female,Married,Engineering,QA Engineer,PhD,2025-07-31,0,Travel_Frequently,4,105033,0,5,2,4,4,No,4,4,Yes
720,37,Female,Married,Sales,Sales Manager,Master's,2016-08-06,9,Non-Travel,8,72374,1,1,4,4,4,No,4,2,No
721,47,Female,Single,Finance,Finance Manager,Bachelor's,2016-11-23,9,Non-Travel,9,95140,0,4,3,2,3,Yes,5,1,No
722,21,Male,Married,Sales,Sales Executive,High School,2024-07-07,1,Non-Travel,1,46510,0,1,2,3,1,Yes,3,1,No
723,48,Male,Married,Operations,Operations Manager,Bachelor's,2025-01-24,0,Travel_Frequently,5,48878,0,3,3,3,4,No,4,2,No
724,26,Male,Single,Sales,Sales Executive,High School,2022-12-18,3,Travel_Rarely,19,41355,3,0,1,4,4,No,4,1,No
725,34,Male,Single,Marketing,Content Specialist,High School,2025-08-19,0,Travel_Rarely,6,65289,0,4,4,4,1,No,5,2,No
726,49,Female,Married,Customer Support,Support Team Lead,Bachelor's,2024-04-21,1,Travel_Rarely,1,44090,1,1,4,3,2,No,3,3,No
727,26,Male,Single,Sales,Sales Manager,Bachelor's,2021-04-28,4,Travel_Rarely,3,69804,0,1,4,4,1,No,3,0,No
728,32,Male,Single,Operations,Operations Manager,High School,2021-07-07,4,Travel_Rarely,25,55522,0,3,3,3,4,No,3,2,Yes
729,25,Female,Single,Operations,Operations Manager,Bachelor's,2023-04-17,2,Travel_Rarely,9,50210,0,2,3,1,2,Yes,3,2,Yes
730,29,Male,Single,Engineering,Engineering Manager,Master's,2018-03-23,7,Travel_Rarely,6,154756,0,1,3,4,3,No,3,2,No
731,27,Male,Single,Finance,Financial Analyst,Bachelor's,2024-01-11,1,Travel_Rarely,17,46839,0,0,3,3,3,No,4,4,No
732,30,Male,Married,Finance,Financial Analyst,Bachelor's,2020-09-19,5,Travel_Rarely,4,49920,2,2,3,3,4,No,5,1,No
733,41,Female,Married,Finance,Finance Manager,High School,2021-09-24,4,Travel_Rarely,21,82282,0,2,3,1,4,No,1,2,No
734,33,Male,Single,Customer Support,Support Team Lead,Bachelor's,2023-12-06,2,Travel_Rarely,6,51674,0,0,4,3,3,No,3,0,No
735,38,Female,Married,Marketing,Content Specialist,Master's,2021-03-14,4,Travel_Frequently,2,71089,4,2,3,3,4,Yes,3,1,No
736,32,Female,Married,Finance,Accountant,Bachelor's,2020-01-23,5,Non-Travel,3,62650,1,1,3,1,4,Yes,3,3,No
737,43,Male,Married,Marketing,Content Specialist,High School,2022-12-30,3,Travel_Frequently,7,68680,2,1,4,3,3,No,3,4,No
738,41,Male,Married,Sales,Sales Executive,Bachelor's,2004-04-03,21,Travel_Frequently,36,75884,1,4,3,1,3,No,3,5,No
739,32,Male,Single,Engineering,Software Engineer,Master's,2022-03-20,3,Non-Travel,5,71530,2,0,2,3,3,No,3,2,No
740,39,Female,Single,Customer Support,Support Team Lead,Bachelor's,2021-06-28,4,Travel_Frequently,1,36695,0,1,3,3,4,No,4,1,Yes
741,24,Male,Single,Operations,Operations Associate,Bachelor's,2021-11-20,4,Travel_Rarely,1,33458,2,2,3,3,4,Yes,4,2,Yes
742,40,Male,Single,Sales,Account Manager,Bachelor's,2024-06-17,1,Non-Travel,12,66672,0,3,3,1,3,No,3,3,No
743,34,Female,Married,Human Resources,Recruiter,Bachelor's,2024-09-24,1,Travel_Frequently,10,65065,0,4,3,4,2,No,4,5,No
744,30,Female,Single,Engineering,QA Engineer,Bachelor's,2024-03-21,1,Travel_Frequently,12,107609,1,3,4,3,3,Yes,3,6,No
745,36,Female,Married,Sales,Sales Manager,Bachelor's,2023-08-21,2,Travel_Rarely,1,56150,0,0,3,2,3,No,3,4,No
746,40,Male,Single,Human Resources,HR Associate,Master's,2023-03-23,2,Travel_Rarely,3,41710,2,2,3,3,1,Yes,5,4,Yes
747,27,Female,Divorced,Sales,Account Manager,Bachelor's,2025-06-26,0,Travel_Rarely,17,72411,0,1,4,3,3,No,4,1,No
748,30,Male,Married,Sales,Sales Executive,Master's,2015-07-07,10,Travel_Rarely,1,56829,2,0,3,2,4,Yes,4,0,Yes
749,39,Male,Married,Engineering,Senior Engineer,Master's,2022-02-03,3,Travel_Frequently,1,93811,3,1,1,2,3,No,4,1,Yes
750,31,Male,Single,Customer Support,Support Team Lead,High School,2025-08-19,0,Non-Travel,2,41081,0,0,2,4,3,No,3,1,No
751,27,Male,Divorced,Marketing,Marketing Manager,High School,2024-01-19,1,Non-Travel,4,52583,1,6,3,2,4,No,5,0,No
752,32,Male,Married,Operations,Operations Manager,High School,2017-08-14,8,Travel_Rarely,18,63633,0,2,3,2,4,No,2,3,No
753,32,Male,Married,Marketing,Content Specialist,Master's,2025-07-24,0,Travel_Rarely,1,59299,0,3,3,4,3,Yes,4,1,No
754,30,Male,Single,Sales,Sales Manager,Master's,2023-08-27,2,Travel_Rarely,13,57834,2,1,2,4,2,No,3,2,No
755,21,Male,Divorced,Human Resources,Recruiter,Bachelor's,2024-08-19,1,Travel_Rarely,10,61235,1,1,4,2,4,No,1,2,No
756,35,Male,Single,Finance,Finance Manager,Bachelor's,2023-05-10,2,Travel_Rarely,20,82994,2,1,3,2,3,No,3,1,Yes
757,26,Male,Single,Operations,Operations Associate,Bachelor's,2021-09-20,4,Non-Travel,20,39796,1,2,3,2,2,Yes,5,2,No
758,36,Male,Single,Engineering,Engineering Manager,PhD,2021-01-02,4,Travel_Rarely,1,145287,4,4,4,1,4,Yes,4,1,Yes
759,28,Male,Single,Operations,Operations Associate,Bachelor's,2025-08-03,0,Non-Travel,1,32803,0,4,2,3,2,Yes,5,3,Yes
760,27,Male,Married,Operations,Operations Associate,Bachelor's,2018-03-24,7,Travel_Rarely,1,41286,1,1,1,4,4,No,5,1,No
761,29,Male,Single,Operations,Operations Manager,Master's,2025-03-18,0,Travel_Rarely,9,44745,0,0,4,3,3,No,3,2,No
762,35,Female,Single,Operations,Operations Associate,Master's,2021-07-12,4,Travel_Rarely,1,39896,0,2,3,4,2,No,3,2,Yes
763,29,Male,Single,Operations,Logistics Coordinator,Bachelor's,2018-07-28,7,Non-Travel,6,81128,4,1,2,4,4,No,5,3,No
764,45,Male,Divorced,Engineering,QA Engineer,Master's,2023-05-19,2,Travel_Frequently,10,112251,0,1,4,2,4,No,4,0,No
765,26,Female,Married,Operations,Logistics Coordinator,Bachelor's,2025-03-12,0,Non-Travel,12,53820,0,1,3,1,4,No,5,1,No
766,24,Female,Single,Sales,Sales Manager,Bachelor's,2022-09-18,3,Travel_Rarely,11,58076,1,4,3,2,4,No,3,1,No
767,34,Female,Married,Finance,Accountant,High School,2025-11-19,0,Travel_Rarely,2,56552,0,1,4,3,3,Yes,3,4,No
768,50,Male,Married,Human Resources,HR Manager,Bachelor's,2020-02-21,5,Travel_Rarely,5,57642,0,5,4,3,4,No,3,1,No
769,34,Female,Married,Operations,Logistics Coordinator,Bachelor's,2021-08-02,4,Non-Travel,3,63792,0,0,2,2,4,Yes,3,3,No
770,27,Female,Single,Operations,Logistics Coordinator,Bachelor's,2022-01-16,3,Travel_Rarely,18,60113,3,1,3,4,1,No,4,2,No
771,36,Female,Single,Engineering,QA Engineer,Bachelor's,2024-08-09,1,Travel_Rarely,10,116905,1,2,4,2,1,No,3,1,Yes
772,28,Male,Married,Operations,Operations Associate,Bachelor's,2025-02-03,0,Travel_Rarely,2,36926,0,1,3,3,1,No,4,2,No
773,43,Female,Single,Engineering,Senior Engineer,Bachelor's,2018-06-16,7,Non-Travel,15,97750,2,2,4,1,4,No,2,4,No
774,45,Male,Single,Human Resources,HR Manager,Master's,2025-02-25,0,Travel_Frequently,9,42853,0,6,2,3,3,No,3,2,No
775,42,Male,Single,Sales,Account Manager,High School,2024-12-04,1,Non-Travel,18,71160,1,4,2,4,4,No,4,2,No
776,36,Male,Married,Engineering,Software Engineer,Master's,2025-04-24,0,Travel_Rarely,3,55689,0,3,4,3,1,No,4,3,No
777,40,Female,Single,Engineering,Senior Engineer,Bachelor's,2018-06-24,7,Travel_Rarely,1,112987,7,1,3,1,2,Yes,3,2,No
778,26,Female,Single,Sales,Account Manager,Master's,2019-10-13,6,Travel_Rarely,2,96549,0,2,3,1,4,No,5,2,No
779,24,Male,Married,Marketing,Content Specialist,Bachelor's,2021-01-12,4,Non-Travel,1,76554,2,4,1,4,3,No,2,0,Yes
780,24,Male,Single,Customer Support,Support Team Lead,High School,2025-08-19,0,Non-Travel,4,40378,0,3,3,3,4,No,3,4,Yes
781,35,Female,Married,Customer Support,Support Associate,Bachelor's,2023-04-18,2,Non-Travel,6,32077,0,1,3,3,4,No,2,6,No
782,21,Male,Married,Customer Support,Support Team Lead,High School,2025-08-16,0,Travel_Rarely,45,45424,0,3,1,1,3,No,3,4,No
783,53,Female,Married,Engineering,QA Engineer,Master's,2023-08-23,2,Travel_Rarely,1,109693,2,2,2,2,3,Yes,3,5,Yes
784,43,Male,Married,Engineering,QA Engineer,Bachelor's,2024-04-27,1,Travel_Rarely,15,102419,1,0,1,3,3,No,3,1,No
785,26,Male,Married,Operations,Operations Manager,Master's,2024-03-12,1,Non-Travel,24,48216,1,3,3,3,3,No,3,0,Yes
786,28,Female,Married,Marketing,Marketing Associate,Master's,2021-02-25,4,Travel_Rarely,7,43306,1,1,3,3,2,No,1,1,Yes
787,30,Male,Single,Finance,Finance Manager,Bachelor's,2021-04-25,4,Travel_Rarely,1,99612,0,3,3,3,3,No,3,3,No
788,21,Female,Divorced,Operations,Operations Manager,High School,2024-09-23,1,Travel_Rarely,3,47453,1,2,3,3,3,No,3,2,No
789,41,Female,Married,Engineering,Senior Engineer,Bachelor's,2015-01-25,10,Non-Travel,7,107512,2,4,3,2,3,No,4,2,No
790,24,Female,Divorced,Marketing,Marketing Associate,Bachelor's,2021-11-12,4,Non-Travel,5,38407,3,1,3,3,2,No,4,2,No
791,44,Female,Single,Operations,Operations Manager,Master's,2025-12-05,0,Travel_Rarely,22,39909,0,1,2,4,4,No,5,1,No
792,21,Female,Single,Finance,Finance Manager,Bachelor's,2024-01-15,1,Travel_Rarely,4,75705,1,1,2,2,2,No,3,2,No
793,27,Female,Single,Engineering,Senior Engineer,Master's,2022-09-18,3,Travel_Rarely,4,97764,0,1,3,3,1,No,4,2,No
794,34,Male,Single,Marketing,Content Specialist,Master's,2025-02-17,0,Non-Travel,10,67747,0,2,2,2,1,Yes,3,4,Yes
795,32,Male,Single,Human Resources,Recruiter,Bachelor's,2025-06-20,0,Non-Travel,20,57489,0,3,4,4,2,No,2,4,Yes
796,40,Male,Single,Operations,Logistics Coordinator,Master's,2019-06-21,6,Travel_Rarely,1,80286,0,4,4,2,4,Yes,2,3,Yes
797,41,Male,Divorced,Operations,Operations Manager,Bachelor's,2022-06-10,3,Travel_Frequently,1,48145,0,1,3,2,4,No,4,3,No
798,38,Male,Single,Sales,Sales Executive,Bachelor's,2017-05-28,8,Travel_Rarely,1,58317,1,2,3,2,3,Yes,3,1,No
799,35,Female,Single,Human Resources,Recruiter,Bachelor's,2013-10-13,12,Non-Travel,1,90412,0,0,4,2,4,No,2,3,No
800,42,Male,Divorced,Sales,Sales Manager,Bachelor's,2024-03-12,1,Non-Travel,11,48085,1,2,4,3,3,No,4,3,No
801,49,Female,Single,Engineering,Software Engineer,Bachelor's,2017-02-24,8,Travel_Rarely,12,81526,1,2,4,1,3,Yes,2,4,No
